season,season_start_year,league_key,team_name,squad_market_value_eur,top_players,injured_players,injured_top_player_count,stadium_capacity
2024/2025,2024,serie_a,Udinese Calcio,15255000000.0,[],[],0,
2024/2025,2024,serie_a,Genoa CFC,15060000000.0,[],[],0,
2024/2025,2024,serie_a,Parma Calcio 1913,17250000000.0,[],[],0,
2024/2025,2024,serie_a,US Lecce,9348000000.0,[],[],0,
2024/2025,2024,serie_a,Hellas Verona,9353000000.0,[],[],0,
2024/2025,2024,serie_a,FC Empoli,3455000000.0,[],[],0,
2024/2025,2024,serie_a,AC Monza,4655000000.0,[],[],0,
2024/2025,2024,serie_a,Venezia FC,6483000000.0,[],[],0,
2024/2025,2024,serie_a,Cagliari Calcio,14490000000.0,[],[],0,
2025/2026,2025,serie_a,Inter Milan,63630000000.0,[],[],0,
2025/2026,2025,serie_a,Juventus FC,54420000000.0,[],[],0,
2025/2026,2025,serie_a,AC Milan,48350000000.0,[],[],0,
2025/2026,2025,serie_a,AS Roma,45450000000.0,[],[],0,
2025/2026,2025,serie_a,SSC Napoli,41730000000.0,[],[],0,
2025/2026,2025,serie_a,Atalanta BC,40310000000.0,[],[],0,
2025/2026,2025,serie_a,Como 1907,35170000000.0,[],[],0,
2025/2026,2025,serie_a,Bologna FC 1909,27500000000.0,[],[],0,
2025/2026,2025,serie_a,ACF Fiorentina,24385000000.0,[],[],0,
2025/2026,2025,serie_a,SS Lazio,21755000000.0,[],[],0,
2025/2026,2025,serie_a,US Sassuolo,18410000000.0,[],[],0,
2025/2026,2025,serie_a,Parma Calcio 1913,17250000000.0,[],[],0,
2025/2026,2025,serie_a,Udinese Calcio,15255000000.0,[],[],0,
2025/2026,2025,serie_a,Genoa CFC,15060000000.0,[],[],0,
2025/2026,2025,serie_a,Cagliari Calcio,14490000000.0,[],[],0,
2025/2026,2025,serie_a,Torino FC,13490000000.0,[],[],0,
2025/2026,2025,serie_a,Pisa Sporting Club,10620000000.0,[],[],0,
2025/2026,2025,serie_a,Hellas Verona,9353000000.0,[],[],0,
2025/2026,2025,serie_a,US Lecce,9348000000.0,[],[],0,
2025/2026,2025,serie_a,US Cremonese,7220000000.0,[],[],0,
2021/2022,2021,ligue_1,Paris Saint-Germain,120.0,[],[],0,
2021/2022,2021,ligue_1,Olympique Lyon,22475000000.0,[],[],0,
2021/2022,2021,ligue_1,AS Monaco,35905000000.0,[],[],0,
2021/2022,2021,ligue_1,LOSC Lille,23630000000.0,[],[],0,
2021/2022,2021,ligue_1,Stade Rennais FC,19030000000.0,[],[],0,
2021/2022,2021,ligue_1,Olympique Marseille,40000000000.0,[],[],0,
2021/2022,2021,ligue_1,OGC Nice,14700000000.0,[],[],0,
2021/2022,2021,ligue_1,RC Lens,11990000000.0,[],[],0,
2021/2022,2021,ligue_1,Stade Reims,9390000000.0,[],[],0,
2021/2022,2021,ligue_1,Montpellier HSC,2280000000.0,[],[],0,
2021/2022,2021,ligue_1,RC Strasbourg Alsace,29375000000.0,[],[],0,
2021/2022,2021,ligue_1,FC Girondins Bordeaux,100000.0,[],[],0,
2021/2022,2021,ligue_1,FC Nantes,8935000000.0,[],[],0,
2021/2022,2021,ligue_1,AS Saint-Étienne,8265000000.0,[],[],0,
2021/2022,2021,ligue_1,Stade Brestois 29,8130000000.0,[],[],0,
2021/2022,2021,ligue_1,FC Metz,4610000000.0,[],[],0,
2021/2022,2021,ligue_1,Angers SCO,4160000000.0,[],[],0,
2021/2022,2021,ligue_1,ESTAC Troyes,4078000000.0,[],[],0,
2021/2022,2021,ligue_1,FC Lorient,7105000000.0,[],[],0,
2021/2022,2021,ligue_1,Clermont Foot 63,1720000000.0,[],[],0,
2022/2023,2022,ligue_1,Paris Saint-Germain,120.0,[],[],0,
2022/2023,2022,ligue_1,Stade Rennais FC,19030000000.0,[],[],0,
2022/2023,2022,ligue_1,AS Monaco,35905000000.0,[],[],0,
2022/2023,2022,ligue_1,Olympique Lyon,22475000000.0,[],[],0,
2022/2023,2022,ligue_1,Olympique Marseille,40000000000.0,[],[],0,
2022/2023,2022,ligue_1,OGC Nice,14700000000.0,[],[],0,
2022/2023,2022,ligue_1,LOSC Lille,23630000000.0,[],[],0,
2022/2023,2022,ligue_1,RC Lens,11990000000.0,[],[],0,
2022/2023,2022,ligue_1,FC Lorient,7105000000.0,[],[],0,
2022/2023,2022,ligue_1,Stade Reims,9390000000.0,[],[],0,
2022/2023,2022,ligue_1,Montpellier HSC,2280000000.0,[],[],0,
2022/2023,2022,ligue_1,RC Strasbourg Alsace,29375000000.0,[],[],0,
2022/2023,2022,ligue_1,FC Nantes,8935000000.0,[],[],0,
2022/2023,2022,ligue_1,FC Toulouse,10745000000.0,[],[],0,
2022/2023,2022,ligue_1,Stade Brestois 29,8130000000.0,[],[],0,
2022/2023,2022,ligue_1,ESTAC Troyes,4078000000.0,[],[],0,
2022/2023,2022,ligue_1,Angers SCO,4160000000.0,[],[],0,
2022/2023,2022,ligue_1,AJ Auxerre,6985000000.0,[],[],0,
2022/2023,2022,ligue_1,Clermont Foot 63,1720000000.0,[],[],0,
2022/2023,2022,ligue_1,AC Ajaccio,22.0,[],[],0,
2023/2024,2023,ligue_1,Paris Saint-Germain,120.0,[],[],0,
2023/2024,2023,ligue_1,AS Monaco,35905000000.0,[],[],0,
2023/2024,2023,ligue_1,Stade Rennais FC,19030000000.0,[],[],0,
2023/2024,2023,ligue_1,LOSC Lille,23630000000.0,[],[],0,
2023/2024,2023,ligue_1,Olympique Marseille,40000000000.0,[],[],0,
2023/2024,2023,ligue_1,Olympique Lyon,22475000000.0,[],[],0,
2023/2024,2023,ligue_1,OGC Nice,14700000000.0,[],[],0,
2023/2024,2023,ligue_1,RC Lens,11990000000.0,[],[],0,
2023/2024,2023,ligue_1,RC Strasbourg Alsace,29375000000.0,[],[],0,
2023/2024,2023,ligue_1,Montpellier HSC,2280000000.0,[],[],0,
2023/2024,2023,ligue_1,FC Toulouse,10745000000.0,[],[],0,
2023/2024,2023,ligue_1,Stade Reims,9390000000.0,[],[],0,
2023/2024,2023,ligue_1,FC Lorient,7105000000.0,[],[],0,
2023/2024,2023,ligue_1,FC Nantes,8935000000.0,[],[],0,
2023/2024,2023,ligue_1,Stade Brestois 29,8130000000.0,[],[],0,
2023/2024,2023,ligue_1,Le Havre AC,5440000000.0,[],[],0,
2023/2024,2023,ligue_1,FC Metz,4610000000.0,[],[],0,
2023/2024,2023,ligue_1,Clermont Foot 63,1720000000.0,[],[],0,
2024/2025,2024,ligue_1,Paris Saint-Germain,120.0,[],[],0,
2024/2025,2024,ligue_1,AS Monaco,35905000000.0,[],[],0,
2024/2025,2024,ligue_1,Olympique Marseille,40000000000.0,[],[],0,
2024/2025,2024,ligue_1,LOSC Lille,23630000000.0,[],[],0,
2024/2025,2024,ligue_1,Olympique Lyon,22475000000.0,[],[],0,
2024/2025,2024,ligue_1,RC Strasbourg Alsace,29375000000.0,[],[],0,
2024/2025,2024,ligue_1,Stade Rennais FC,19030000000.0,[],[],0,
2024/2025,2024,ligue_1,OGC Nice,14700000000.0,[],[],0,
2024/2025,2024,ligue_1,RC Lens,11990000000.0,[],[],0,
2024/2025,2024,ligue_1,Stade Reims,9390000000.0,[],[],0,
2024/2025,2024,ligue_1,FC Toulouse,10745000000.0,[],[],0,
2024/2025,2024,ligue_1,FC Nantes,8935000000.0,[],[],0,
2024/2025,2024,ligue_1,Stade Brestois 29,8130000000.0,[],[],0,
2024/2025,2024,ligue_1,AJ Auxerre,6985000000.0,[],[],0,
2024/2025,2024,ligue_1,AS Saint-Étienne,8265000000.0,[],[],0,
2024/2025,2024,ligue_1,Le Havre AC,5440000000.0,[],[],0,
2024/2025,2024,ligue_1,Montpellier HSC,2280000000.0,[],[],0,
2024/2025,2024,ligue_1,Angers SCO,4160000000.0,[],[],0,
2025/2026,2025,ligue_1,Paris Saint-Germain,120.0,[],[],0,
2025/2026,2025,ligue_1,Olympique Marseille,40000000000.0,[],[],0,
2025/2026,2025,ligue_1,AS Monaco,35905000000.0,[],[],0,
2025/2026,2025,ligue_1,RC Strasbourg Alsace,29375000000.0,[],[],0,
2025/2026,2025,ligue_1,LOSC Lille,23630000000.0,[],[],0,
2025/2026,2025,ligue_1,Olympique Lyon,22475000000.0,[],[],0,
2025/2026,2025,ligue_1,Stade Rennais FC,19030000000.0,[],[],0,
2025/2026,2025,ligue_1,OGC Nice,14700000000.0,[],[],0,
2025/2026,2025,ligue_1,Paris FC,12135000000.0,[],[],0,
2025/2026,2025,ligue_1,RC Lens,11990000000.0,[],[],0,
2025/2026,2025,ligue_1,FC Toulouse,10745000000.0,[],[],0,
2025/2026,2025,ligue_1,FC Nantes,8935000000.0,[],[],0,
2025/2026,2025,ligue_1,Stade Brestois 29,8130000000.0,[],[],0,
2025/2026,2025,ligue_1,FC Lorient,7105000000.0,[],[],0,
2025/2026,2025,ligue_1,AJ Auxerre,6985000000.0,[],[],0,
2025/2026,2025,ligue_1,Le Havre AC,5440000000.0,[],[],0,
2025/2026,2025,ligue_1,FC Metz,4610000000.0,[],[],0,
2025/2026,2025,ligue_1,Angers SCO,4160000000.0,[],[],0,
2021/2022,2021,liga_portugal,FC Porto,42690000000.0,[],[],0,
2021/2022,2021,liga_portugal,Sporting CP,46450000000.0,[],[],0,
2021/2022,2021,liga_portugal,SL Benfica,36450000000.0,[],[],0,
2021/2022,2021,liga_portugal,SC Braga,15590000000.0,[],[],0,
2021/2022,2021,liga_portugal,Vitória Guimarães SC,3700000000.0,[],[],0,
2021/2022,2021,liga_portugal,FC Famalicão,7190000000.0,[],[],0,
2021/2022,2021,liga_portugal,Boavista FC,100000.0,[],[],0,
2021/2022,2021,liga_portugal,Portimonense SAD,530000000.0,[],[],0,
2021/2022,2021,liga_portugal,GD Estoril Praia,4570000000.0,[],[],0,
2021/2022,2021,liga_portugal,CD Santa Clara,3300000000.0,[],[],0,
2021/2022,2021,liga_portugal,Gil Vicente FC,3645000000.0,[],[],0,
2021/2022,2021,liga_portugal,FC Paços de Ferreira,605000000.0,[],[],0,
2021/2022,2021,liga_portugal,CD Tondela,2415000000.0,[],[],0,
2021/2022,2021,liga_portugal,B SAD,21.0,[],[],0,
2021/2022,2021,liga_portugal,Moreirense FC,2995000000.0,[],[],0,
2021/2022,2021,liga_portugal,FC Arouca,2615000000.0,[],[],0,
2021/2022,2021,liga_portugal,FC Vizela,1090000000.0,[],[],0,
2021/2022,2021,liga_portugal,CS Marítimo,1048000000.0,[],[],0,
2022/2023,2022,liga_portugal,SL Benfica,36450000000.0,[],[],0,
2022/2023,2022,liga_portugal,Sporting CP,46450000000.0,[],[],0,
2022/2023,2022,liga_portugal,FC Porto,42690000000.0,[],[],0,
2022/2023,2022,liga_portugal,SC Braga,15590000000.0,[],[],0,
2022/2023,2022,liga_portugal,Vitória Guimarães SC,3700000000.0,[],[],0,
2022/2023,2022,liga_portugal,FC Famalicão,7190000000.0,[],[],0,
2022/2023,2022,liga_portugal,Gil Vicente FC,3645000000.0,[],[],0,
2022/2023,2022,liga_portugal,GD Estoril Praia,4570000000.0,[],[],0,
2022/2023,2022,liga_portugal,Portimonense SAD,530000000.0,[],[],0,
2022/2023,2022,liga_portugal,Boavista FC,100000.0,[],[],0,
2022/2023,2022,liga_portugal,FC Paços de Ferreira,605000000.0,[],[],0,
2022/2023,2022,liga_portugal,CD Santa Clara,3300000000.0,[],[],0,
2022/2023,2022,liga_portugal,FC Arouca,2615000000.0,[],[],0,
2022/2023,2022,liga_portugal,FC Vizela,1090000000.0,[],[],0,
2022/2023,2022,liga_portugal,Rio Ave FC,3365000000.0,[],[],0,
2022/2023,2022,liga_portugal,GD Chaves,888000000.0,[],[],0,
2022/2023,2022,liga_portugal,Casa Pia AC,2480000000.0,[],[],0,
2022/2023,2022,liga_portugal,CS Marítimo,1048000000.0,[],[],0,
2023/2024,2023,liga_portugal,SL Benfica,36450000000.0,[],[],0,
2023/2024,2023,liga_portugal,Sporting CP,46450000000.0,[],[],0,
2023/2024,2023,liga_portugal,FC Porto,42690000000.0,[],[],0,
2023/2024,2023,liga_portugal,SC Braga,15590000000.0,[],[],0,
2023/2024,2023,liga_portugal,FC Famalicão,7190000000.0,[],[],0,
2023/2024,2023,liga_portugal,Vitória Guimarães SC,3700000000.0,[],[],0,
2023/2024,2023,liga_portugal,GD Estoril Praia,4570000000.0,[],[],0,
2023/2024,2023,liga_portugal,FC Arouca,2615000000.0,[],[],0,
2023/2024,2023,liga_portugal,Gil Vicente FC,3645000000.0,[],[],0,
2023/2024,2023,liga_portugal,Boavista FC,100000.0,[],[],0,
2023/2024,2023,liga_portugal,Moreirense FC,2995000000.0,[],[],0,
2023/2024,2023,liga_portugal,Rio Ave FC,3365000000.0,[],[],0,
2023/2024,2023,liga_portugal,Casa Pia AC,2480000000.0,[],[],0,
2023/2024,2023,liga_portugal,FC Vizela,1090000000.0,[],[],0,
2023/2024,2023,liga_portugal,Portimonense SAD,530000000.0,[],[],0,
2023/2024,2023,liga_portugal,SC Farense,950000000.0,[],[],0,
2023/2024,2023,liga_portugal,CF Estrela Amadora,2100000000.0,[],[],0,
2023/2024,2023,liga_portugal,GD Chaves,888000000.0,[],[],0,
2024/2025,2024,liga_portugal,Sporting CP,46450000000.0,[],[],0,
2024/2025,2024,liga_portugal,FC Porto,42690000000.0,[],[],0,
2024/2025,2024,liga_portugal,SL Benfica,36450000000.0,[],[],0,
2024/2025,2024,liga_portugal,SC Braga,15590000000.0,[],[],0,
2024/2025,2024,liga_portugal,Vitória Guimarães SC,3700000000.0,[],[],0,
2024/2025,2024,liga_portugal,FC Famalicão,7190000000.0,[],[],0,
2024/2025,2024,liga_portugal,Rio Ave FC,3365000000.0,[],[],0,
2024/2025,2024,liga_portugal,GD Estoril Praia,4570000000.0,[],[],0,
2024/2025,2024,liga_portugal,CD Santa Clara,3300000000.0,[],[],0,
2024/2025,2024,liga_portugal,FC Arouca,2615000000.0,[],[],0,
2024/2025,2024,liga_portugal,Gil Vicente FC,3645000000.0,[],[],0,
2024/2025,2024,liga_portugal,Casa Pia AC,2480000000.0,[],[],0,
2024/2025,2024,liga_portugal,Moreirense FC,2995000000.0,[],[],0,
2024/2025,2024,liga_portugal,SC Farense,950000000.0,[],[],0,
2024/2025,2024,liga_portugal,CF Estrela Amadora,2100000000.0,[],[],0,
2024/2025,2024,liga_portugal,CD Nacional,2248000000.0,[],[],0,
2024/2025,2024,liga_portugal,Avs Futebol,1155000000.0,[],[],0,
2024/2025,2024,liga_portugal,Boavista FC,100000.0,[],[],0,
2025/2026,2025,liga_portugal,Sporting CP,46450000000.0,[],[],0,
2025/2026,2025,liga_portugal,FC Porto,42690000000.0,[],[],0,
2025/2026,2025,liga_portugal,SL Benfica,36450000000.0,[],[],0,
2025/2026,2025,liga_portugal,SC Braga,15590000000.0,[],[],0,
2025/2026,2025,liga_portugal,FC Famalicão,7190000000.0,[],[],0,
2025/2026,2025,liga_portugal,GD Estoril Praia,4570000000.0,[],[],0,
2025/2026,2025,liga_portugal,Vitória Guimarães SC,3700000000.0,[],[],0,
2025/2026,2025,liga_portugal,Gil Vicente FC,3645000000.0,[],[],0,
2025/2026,2025,liga_portugal,Rio Ave FC,3365000000.0,[],[],0,
2025/2026,2025,liga_portugal,FC Alverca,3355000000.0,[],[],0,
2025/2026,2025,liga_portugal,CD Santa Clara,3300000000.0,[],[],0,
2025/2026,2025,liga_portugal,Moreirense FC,2995000000.0,[],[],0,
2025/2026,2025,liga_portugal,FC Arouca,2615000000.0,[],[],0,
2025/2026,2025,liga_portugal,Casa Pia AC,2480000000.0,[],[],0,
2025/2026,2025,liga_portugal,CD Tondela,2415000000.0,[],[],0,
2025/2026,2025,liga_portugal,CD Nacional,2248000000.0,[],[],0,
2025/2026,2025,liga_portugal,CF Estrela Amadora,2100000000.0,[],[],0,
2025/2026,2025,liga_portugal,Avs Futebol,1155000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,Club Brugge KV,23230000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,KRC Genk,13865000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,RSC Anderlecht,9875000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,Royal Antwerp FC,5295000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,KAA Gent,6275000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,Standard Liège,4610000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,Union Saint-Gilloise,12250000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,Royal Charleroi SC,4150000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,KV Oostende (-2024),21.0,[],[],0,
2021/2022,2021,jupiler_pro_league,KV Mechelen,4045000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,Oud-Heverlee Leuven,2965000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,KV Kortrijk,1265000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,Sint-Truidense VV,4380000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,Cercle Brugge,4015000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,Beerschot VA,1180000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,KAS Eupen,1170000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,Zulte Waregem,2375000000.0,[],[],0,
2021/2022,2021,jupiler_pro_league,RFC Seraing,565000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,Club Brugge KV,23230000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,KRC Genk,13865000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,Royal Antwerp FC,5295000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,RSC Anderlecht,9875000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,KAA Gent,6275000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,Union Saint-Gilloise,12250000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,Standard Liège,4610000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,Royal Charleroi SC,4150000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,KVC Westerlo,4545000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,Cercle Brugge,4015000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,Oud-Heverlee Leuven,2965000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,KV Mechelen,4045000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,KV Kortrijk,1265000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,Sint-Truidense VV,4380000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,Zulte Waregem,2375000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,KAS Eupen,1170000000.0,[],[],0,
2022/2023,2022,jupiler_pro_league,KV Oostende (-2024),22.0,[],[],0,
2022/2023,2022,jupiler_pro_league,RFC Seraing,565000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,KRC Genk,13865000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,Club Brugge KV,23230000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,Royal Antwerp FC,5295000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,RSC Anderlecht,9875000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,KAA Gent,6275000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,Union Saint-Gilloise,12250000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,Standard Liège,4610000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,Cercle Brugge,4015000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,Oud-Heverlee Leuven,2965000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,KVC Westerlo,4545000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,Sint-Truidense VV,4380000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,KV Mechelen,4045000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,RWD Molenbeek,930000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,Royal Charleroi SC,4150000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,KV Kortrijk,1265000000.0,[],[],0,
2023/2024,2023,jupiler_pro_league,KAS Eupen,1170000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,Club Brugge KV,23230000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,KRC Genk,13865000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,Union Saint-Gilloise,12250000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,RSC Anderlecht,9875000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,KAA Gent,6275000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,Royal Antwerp FC,5295000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,KVC Westerlo,4545000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,Standard Liège,4610000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,Cercle Brugge,4015000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,Oud-Heverlee Leuven,2965000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,Royal Charleroi SC,4150000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,KV Mechelen,4045000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,Sint-Truidense VV,4380000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,KV Kortrijk,1265000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,FCV Dender EH,1920000000.0,[],[],0,
2024/2025,2024,jupiler_pro_league,Beerschot VA,1180000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,Club Brugge KV,23230000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,KRC Genk,13865000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,Union Saint-Gilloise,12250000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,RSC Anderlecht,9875000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,KAA Gent,6275000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,Royal Antwerp FC,5295000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,Standard Liège,4610000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,KVC Westerlo,4545000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,Sint-Truidense VV,4380000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,Royal Charleroi SC,4150000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,KV Mechelen,4045000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,Cercle Brugge,4015000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,Oud-Heverlee Leuven,2965000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,Zulte Waregem,2375000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,FCV Dender EH,1920000000.0,[],[],0,
2025/2026,2025,jupiler_pro_league,RAAL La Louvière,1610000000.0,[],[],0,
2021/2022,2021,eredivisie,Ajax Amsterdam,18715000000.0,[],[],0,
2021/2022,2021,eredivisie,PSV Eindhoven,28360000000.0,[],[],0,
2021/2022,2021,eredivisie,Feyenoord Rotterdam,21443000000.0,[],[],0,
2021/2022,2021,eredivisie,AZ Alkmaar,16588000000.0,[],[],0,
2021/2022,2021,eredivisie,Vitesse Arnhem,508000000.0,[],[],0,
2021/2022,2021,eredivisie,FC Utrecht,8060000000.0,[],[],0,
2021/2022,2021,eredivisie,FC Groningen,3400000000.0,[],[],0,
2021/2022,2021,eredivisie,SC Heerenveen,4248000000.0,[],[],0,
2021/2022,2021,eredivisie,FC Twente Enschede,7425000000.0,[],[],0,
2021/2022,2021,eredivisie,Sparta Rotterdam,2915000000.0,[],[],0,
2021/2022,2021,eredivisie,Heracles Almelo,1440000000.0,[],[],0,
2021/2022,2021,eredivisie,Fortuna Sittard,1973000000.0,[],[],0,
2021/2022,2021,eredivisie,Willem II Tilburg,1060000000.0,[],[],0,
2021/2022,2021,eredivisie,NEC Nijmegen,5350000000.0,[],[],0,
2021/2022,2021,eredivisie,PEC Zwolle,2335000000.0,[],[],0,
2021/2022,2021,eredivisie,Go Ahead Eagles,3008000000.0,[],[],0,
2021/2022,2021,eredivisie,SC Cambuur Leeuwarden,1035000000.0,[],[],0,
2021/2022,2021,eredivisie,RKC Waalwijk,818000000.0,[],[],0,
2022/2023,2022,eredivisie,Ajax Amsterdam,18715000000.0,[],[],0,
2022/2023,2022,eredivisie,PSV Eindhoven,28360000000.0,[],[],0,
2022/2023,2022,eredivisie,Feyenoord Rotterdam,21443000000.0,[],[],0,
2022/2023,2022,eredivisie,AZ Alkmaar,16588000000.0,[],[],0,
2022/2023,2022,eredivisie,FC Twente Enschede,7425000000.0,[],[],0,
2022/2023,2022,eredivisie,FC Utrecht,8060000000.0,[],[],0,
2022/2023,2022,eredivisie,SC Heerenveen,4248000000.0,[],[],0,
2022/2023,2022,eredivisie,FC Groningen,3400000000.0,[],[],0,
2022/2023,2022,eredivisie,Vitesse Arnhem,508000000.0,[],[],0,
2022/2023,2022,eredivisie,Sparta Rotterdam,2915000000.0,[],[],0,
2022/2023,2022,eredivisie,Fortuna Sittard,1973000000.0,[],[],0,
2022/2023,2022,eredivisie,NEC Nijmegen,5350000000.0,[],[],0,
2022/2023,2022,eredivisie,FC Volendam,1738000000.0,[],[],0,
2022/2023,2022,eredivisie,Go Ahead Eagles,3008000000.0,[],[],0,
2022/2023,2022,eredivisie,Excelsior Rotterdam,1600000000.0,[],[],0,
2022/2023,2022,eredivisie,SC Cambuur Leeuwarden,1035000000.0,[],[],0,
2022/2023,2022,eredivisie,FC Emmen,770000000.0,[],[],0,
2022/2023,2022,eredivisie,RKC Waalwijk,818000000.0,[],[],0,
2023/2024,2023,eredivisie,PSV Eindhoven,28360000000.0,[],[],0,
2023/2024,2023,eredivisie,Feyenoord Rotterdam,21443000000.0,[],[],0,
2023/2024,2023,eredivisie,Ajax Amsterdam,18715000000.0,[],[],0,
2023/2024,2023,eredivisie,AZ Alkmaar,16588000000.0,[],[],0,
2023/2024,2023,eredivisie,FC Twente Enschede,7425000000.0,[],[],0,
2023/2024,2023,eredivisie,FC Utrecht,8060000000.0,[],[],0,
2023/2024,2023,eredivisie,NEC Nijmegen,5350000000.0,[],[],0,
2023/2024,2023,eredivisie,SC Heerenveen,4248000000.0,[],[],0,
2023/2024,2023,eredivisie,Sparta Rotterdam,2915000000.0,[],[],0,
2023/2024,2023,eredivisie,Fortuna Sittard,1973000000.0,[],[],0,
2023/2024,2023,eredivisie,Vitesse Arnhem,508000000.0,[],[],0,
2023/2024,2023,eredivisie,Excelsior Rotterdam,1600000000.0,[],[],0,
2023/2024,2023,eredivisie,Go Ahead Eagles,3008000000.0,[],[],0,
2023/2024,2023,eredivisie,PEC Zwolle,2335000000.0,[],[],0,
2023/2024,2023,eredivisie,Almere City FC,805000000.0,[],[],0,
2023/2024,2023,eredivisie,Heracles Almelo,1440000000.0,[],[],0,
2023/2024,2023,eredivisie,FC Volendam,1738000000.0,[],[],0,
2023/2024,2023,eredivisie,RKC Waalwijk,818000000.0,[],[],0,
2024/2025,2024,eredivisie,Feyenoord Rotterdam,21443000000.0,[],[],0,
2024/2025,2024,eredivisie,PSV Eindhoven,28360000000.0,[],[],0,
2024/2025,2024,eredivisie,Ajax Amsterdam,18715000000.0,[],[],0,
2024/2025,2024,eredivisie,AZ Alkmaar,16588000000.0,[],[],0,
2024/2025,2024,eredivisie,FC Twente Enschede,7425000000.0,[],[],0,
2024/2025,2024,eredivisie,FC Utrecht,8060000000.0,[],[],0,
2024/2025,2024,eredivisie,SC Heerenveen,4248000000.0,[],[],0,
2024/2025,2024,eredivisie,Sparta Rotterdam,2915000000.0,[],[],0,
